,pop,zip,city,I_mean,I_median,I_stdev,I_rank,state,B_num,H_slope
350,598,99212,Spokane,51038,38446,38730,19112,OR,2.0,26599.785714285717
351,9,58265,Neche,52444,47256,36735,21585,MA,0.0,6517.464285714283
352,7,67446,Glen Elder,56235,42103,49655,12145,VA,0.0,9003.607142857141
353,1517,85345,Peoria,62982,300000,52955,3882,IL,6.0,4643.678571428571
354,16817,77034,Houston,51385,39263,36608,1550,OH,0.0,7616.285714285714
355,31,61024,Durand,70159,44483,53112,14117,NJ,0.0,8073.035714285712
356,161,93013,Carpinteria,63928,54000,50107,32447,TX,5.0,6884.214285714284
357,519,65708,Monett,34859,25100,25439,29762,PA,0.0,15098.21428571428
358,53,96750,Kealakekua,78394,60505,63229,2072,CA,0.0,14837.071428571428
359,1111,75501,Texarkana,30549,23860,27691,19271,KY,2.0,8989.214285714286
360,26,70071,Lutcher,56333,43131,46738,17988,NC,0.0,6756.285714285713
361,1986,89147,Las Vegas,50712,40742,41702,19702,AR,0.0,3302.3214285714275
362,87,67074,Leon,59454,49101,42548,5469,MD,0.0,6720.499999999998
363,346,90007,Los Angeles,43755,38672,29764,2161,OK,0.0,3630.1071428571418
364,178,70554,Mamou,28099,19638,25083,11394,SC,0.0,2332.4999999999995
365,19,78562,La Villa,37360,34862,28879,32209,IN,0.0,6832.821428571427
366,78,81019,Colorado City,67766,54286,54960,26891,IA,0.0,4677.178571428571
367,1175,97838,Hermiston,70691,300000,36366,5271,CA,1.0,90461.71428571428
368,128,72846,Lamar,56864,35472,60440,26496,FL,0.0,7322.035714285715
369,238,99203,Spokane,86500,300000,55847,31457,OR,2.0,19223.46428571428
370,26,77983,Seadrift,63947,55657,40896,7103,IN,0.0,6577.607142857142
371,415,79835,Canutillo,40704,29772,38163,17340,MI,0.0,4679.892857142857
372,908,75968,Pineland,41984,22030,47148,26457,KY,0.0,3467.142857142857
373,42,67349,Howard,54588,40040,35103,24523,VA,0.0,9404.749999999998
374,242,63141,St Louis,120914,300000,59953,32523,NY,2.0,7186.035714285713
375,879,77381,The Woodlands,86979,74749,60788,17012,OH,1.0,4249.642857142856
376,41331,93307,Bakersfield,26342,18277,23523,1431,CO,0.0,23877.5
377,16,81022,Avondale,33480,23969,26784,25364,IA,0.0,3770.142857142856
378,24,74431,Dewar,37988,34594,28111,14388,TN,0.0,8870.071428571428
379,364,96795,Waimanalo,63572,49770,59975,3770,CA,0.0,11967.249999999996
380,10,73004,Amber,62814,48740,52172,2028,FL,0.0,4638.92857142857
381,147,60970,Watseka,46845,35718,41079,2486,NJ,0.0,6915.964285714284
382,242,63114,St Louis,51164,39738,43359,20872,NY,2.0,4287.535714285713
383,21,92061,Pauma Valley,78807,81325,53503,31781,TX,0.0,11196.928571428567
384,11,98356,Morton,60981,46393,45159,12844,CA,0.0,12064.928571428567
385,169,94027,Atherton,119340,106472,73983,22007,WY,0.0,6805.071428571427
386,19,63933,Campbell,37892,25790,36377,4848,PA,0.0,9923.071428571428
387,148,75028,Flower Mound,93007,75687,59266,31606,MS,0.0,2601.642857142857
388,628,70507,Lafayette,22165,13393,23621,11355,SC,0.0,7354.035714285712
389,9,60974,Woodland,59813,54836,36488,6847,NJ,0.0,6004.535714285713
390,607,78374,Portland,77695,300000,43852,32966,IN,0.0,950.2857142857141
391,97,76252,Muenster,81928,73512,53915,33961,KY,0.0,3143.5357142857138
392,56,86503,Chinle,27046,16974,35416,27806,MO,0.0,10081.92857142857
393,237,65711,Mountain Grove,46062,38040,46965,13611,PA,0.0,14545.428571428569
394,48,70533,Erath,56081,48982,35561,4310,SC,0.0,8422.821428571426
395,213,62231,Carlyle,66206,61079,43232,9479,NY,0.0,20144.749999999996
396,21,62850,Johnsonville,44186,300000,33281,20276,NY,0.0,3913.535714285713
397,1646,92656,Aliso Viejo,72942,68064,51554,6859,TX,4.0,15907.642857142855
398,339,90720,Los Alamitos,60849,43461,49372,6598,TX,1.0,14976.035714285712
399,439,77703,Beaumont,28273,22857,21770,32844,OH,0.0,829.6428571428569
400,11,93249,Lost Hills,36199,30997,22659,3183,CO,0.0,29728.178571428572
401,17849,60543,Oswego,105312,97933,57477,11938,NJ,2.0,20953.321428571428
402,207,76557,Moody,51747,46321,36778,16711,OH,0.0,12026.928571428569
403,38,74878,Wanette,55849,47895,42767,21641,TN,0.0,6793.178571428569
404,31,63787,Zalma,48413,34739,44156,21321,NY,0.0,3204.071428571428
405,14,77990,Tivoli,47659,34375,37365,13521,IN,1.0,5289.464285714284
406,23,75490,Trenton,65998,64221,40629,16778,KY,0.0,6056.92857142857
407,39,66733,Erie,37487,300000,34618,10139,MD,0.0,10214.892857142853
408,152,62656,Lincoln,59402,53831,53302,20768,NY,0.0,10771.999999999996
409,199,72396,Wynne,36521,31880,29231,5161,FL,0.0,16592.10714285714
410,727,77019,Houston,70898,55778,61419,8161,OH,1.0,4487.785714285713
411,2,97758,Riley,52443,49046,38163,2123,CA,0.0,36926.46428571428
412,99,94709,Berkeley,56150,35427,60221,27615,UT,0.0,19838.857142857138
413,340,68850,Lexington,51996,46617,38900,19512,WV,0.0,2604.2142857142853
414,5,68843,Hampton,58799,47751,43244,22930,WV,0.0,3783.9999999999995
415,862,79904,El Paso,31862,27882,23075,25976,MI,0.0,2563.1071428571427
416,28,67548,La Crosse,60532,45872,50485,9659,VA,0.0,10858.357142857143
417,288,97008,Beaverton,52221,38658,38630,964,CA,1.0,37907.99999999999
418,140,93660,San Joaquin,36488,29920,31828,32888,CO,0.0,4735.642857142856
419,421,59701,Butte,39837,27021,41158,18039,ME,5.0,1436.4999999999998
420,848,78213,San Antonio,34769,29160,29467,6620,IN,1.0,9064.071428571428
421,280,60093,Winnetka,190335,218355,77891,13187,CT,0.0,5289.499999999999
422,628,97225,Portland,92435,90737,54182,434,CA,3.0,10614.17857142857
423,139,76437,Cisco,64526,47702,58620,7352,KY,0.0,5823.464285714284
424,334,75455,Mount Plesant,66259,61189,47278,16703,GA,0.0,3294.214285714286
425,336,63115,St Louis,36846,23031,43354,29685,NY,0.0,939.4999999999997
426,145,87016,Estancia,11375,300000,2538,965,MO,0.0,9325.857142857143
427,244,91204,Glendale,86436,55120,74657,1314,TX,2.0,16539.571428571424
428,62,63834,Charleston,22817,19177,18681,22398,PA,0.0,12834.928571428565
429,277,63401,Hannibal,64015,49236,48407,11041,NY,4.0,14503.678571428567
430,56,70113,New Orleans,21474,15203,32578,23894,NC,0.0,6226.142857142857
431,385,75061,Irving,69029,52672,57591,28543,MS,1.0,3943.2499999999986
432,43,65668,Hermitage,37967,31437,32542,27718,PA,0.0,10921.571428571426
433,757,76133,Fort Worth,74332,63743,43179,21437,KY,2.0,1972.6428571428569
434,103,81132,Del Norte,35858,27290,30940,19341,WI,0.0,9859.999999999998
435,3,61876,Sidell,74698,63607,54673,2400,NY,0.0,1008.0000000000001
436,45,73848,Laverne,71720,58830,49852,23259,AL,0.0,5057.785714285713
437,252,84653,Salem,106276,96303,59127,3501,IL,0.0,7737.214285714284
438,241,78102,Beeville,42225,40743,28989,22838,IN,0.0,5092.892857142857
439,67,60444,Mazon,79848,63001,60011,12817,CT,0.0,5230.999999999999
440,74,70431,Bush,64017,47235,58339,13407,SC,1.0,5514.749999999999
441,244,83402,Idaho Falls,71069,55520,60491,7474,SD,5.0,8992.035714285712
442,2374,63376,St Peters,70579,64577,38393,13840,NY,0.0,8531.892857142855
443,780,73127,Oklahoma City,41836,26574,42157,3650,FL,0.0,10395.892857142857
444,222,98576,Rainier,66770,55008,50259,29401,CA,0.0,10849.10714285714
445,1162,92240,Desert Hot Springs,60723,54676,36277,9990,TX,0.0,6687.2142857142835
446,124,92618,Irvine,159907,300000,59467,3411,TX,1.0,13700.321428571428
447,19,59485,Ulm,78770,83641,44427,22692,ME,0.0,19249.071428571424
448,112,77964,Hallettsville,75692,54134,63564,29314,IN,0.0,8974.107142857141
449,1417,67846,Garden City,50088,300000,28639,23037,VA,0.0,3164.7499999999995
450,6214,78611,Burnet,53636,42954,42276,9867,IN,0.0,4924.714285714285
451,1214,98391,Lake Tapps,101534,96318,57853,23188,CA,0.0,14145.785714285712
452,21,58357,Oberon,44501,39990,32466,24523,MA,0.0,5137.42857142857
453,27925,90713,Lakewood,89235,75940,67928,25851,TX,0.0,11578.071428571426
454,372,82501,Riverton,57831,45727,46331,19230,MN,0.0,8175.249999999999
455,558,69361,Scottsbluff,61519,39978,53733,1909,NC,0.0,15804.892857142853
456,110,63555,Memphis,37727,28654,28058,14914,NY,0.0,7245.928571428571
457,287,76118,Richland Hills,66602,52001,36535,25593,KY,0.0,1217.7142857142856
458,19,81020,Aguilar,55886,38235,46317,33961,IA,0.0,906.9999999999999
459,2,61057,Nachusa,60384,53831,41045,2471,NJ,0.0,1074.2499999999998
460,63,72843,Hector,43222,36733,34176,4479,FL,0.0,13181.03571428571
461,594,80222,Denver,117162,109574,68528,29167,IA,0.0,1441.928571428571
462,1957,60504,Aurora,77668,69559,48740,10155,CT,2.0,11951.285714285712
463,2963,91335,Reseda,66388,59693,51488,12301,TX,0.0,3439.9642857142844
464,187,73106,Oklahoma City,42169,29537,31552,8462,FL,4.0,12245.071428571428
465,677,68123,Bellevue,68583,58495,48618,14102,VA,0.0,4483.214285714285
466,200,77611,Bridge City,99902,100384,50232,32559,OH,0.0,4907.392857142856
467,319,61021,Dixon,68313,63123,43636,1632,NJ,0.0,6394.42857142857
468,131,64129,Kansas City,41631,33307,35050,18836,PA,0.0,3009.2499999999995
469,1042,60406,Blue Island,49200,37229,44895,8371,CT,1.0,7867.142857142856
470,132,84651,Payson,47950,39616,34394,1627,IL,0.0,5577.071428571427
471,85,68862,Ord,56845,47348,49501,11616,WV,0.0,2647.428571428571
472,23,67566,Partridge,41802,37406,34840,8333,VA,0.0,10361.53571428571
473,29,79356,Post,56118,47344,44522,10904,MI,0.0,7234.571428571428
474,55,63144,Brentwood,162436,300000,91652,16520,NY,2.0,5790.285714285713
475,26989,77016,Houston,40044,30229,33843,4789,OH,2.0,15210.071428571428
476,384,75494,Winnsboro,69147,46224,56191,20226,KY,0.0,5061.214285714284
477,174,98383,Silverdale,73723,62036,52264,13531,CA,5.0,20995.749999999996
478,56,72645,Leslie,29546,18751,33868,4303,FL,0.0,7341.749999999998
479,457,74832,Carney,41840,31990,34094,4845,TN,0.0,5981.392857142855
480,3085,92804,Anaheim,68606,300000,49598,6256,TX,0.0,2032.3571428571424
481,11,96113,Herlong,123055,300000,71595,2122,CA,0.0,29659.785714285706
482,78,62286,Sparta,30456,17829,46255,13794,NY,0.0,39392.892857142855
483,76,70343,Bourg,88115,300000,55799,17511,SC,0.0,4973.392857142856
484,259,62401,Effingham,50761,44107,41801,31843,NY,0.0,14954.178571428567
485,11,98376,Quilcene,70253,51449,53586,12486,CA,0.0,14603.214285714283
486,380,95209,Stockton,68712,300000,48173,22263,AZ,0.0,13422.749999999996
487,232,75056,Lewisville,64793,300000,56019,16449,MS,1.0,1128.8928571428569
488,67,79009,Bovina,70176,55230,51682,16792,MI,0.0,9163.821428571428
489,4077,70543,Iota,53518,36596,51682,19396,SC,0.0,8018.749999999999
490,269,89145,Las Vegas,46912,38822,30986,25332,AR,1.0,1878.9285714285709
491,931,98008,Bellevue,92884,69855,65359,28821,CA,0.0,91079.0714285714
492,921,98037,Lynnwood,74959,62980,56699,8264,CA,1.0,24038.178571428565
493,40,75681,Mt Enterprise,46880,37247,36008,17276,KY,0.0,4268.857142857141
494,250,85266,Scottsdale,135404,300000,75709,24230,IL,0.0,7120.249999999999
495,249,98059,Newcastle,128325,112782,76807,34430,CA,0.0,4077.857142857142
496,16793,80210,Denver,102762,99696,74017,5941,IA,8.0,2671.714285714285
497,1169,60517,Woodridge,80089,69696,53274,8400,NJ,4.0,10990.67857142857
498,1849,75479,Savoy,47914,34676,35711,14689,KY,0.0,3863.535714285714
499,184,78013,Comfort,102139,300000,66280,3619,IN,2.0,5933.821428571427
500,492,92118,Coronado,109138,300000,75276,19900,TX,2.0,2843.357142857142
501,1791,83401,Idaho Falls,56084,300000,55713,2324,SD,0.0,10778.428571428569
502,356,97361,Monmouth,82678,300000,60192,8810,CA,0.0,14871.964285714279
503,166,93505,California City,57977,42618,46357,16826,CO,0.0,18359.535714285714
504,489,62629,Chatham,120071,106838,71344,18993,NY,0.0,10151.321428571426
505,51,67554,Lyons,56867,50306,42615,22499,VA,0.0,6341.571428571426
506,198,75657,Jefferson,54797,33671,60583,17569,KY,0.0,6434.857142857141
507,72,76259,Ponder,82007,69268,55518,6860,KY,0.0,4073.4285714285697
508,26,70359,Gray,102598,98970,66447,6322,SC,0.0,5805.892857142856
509,1,83464,Leadore,49723,300000,52335,31457,ND,0.0,1866.964285714285
510,8,59758,West Yellowstone,47199,35182,42498,17129,ME,1.0,7068.821428571428
511,13,58254,Mcville,52532,46176,40687,1757,MA,0.0,13499.892857142855
512,261,98074,Sammamish,159641,300000,67558,13766,CA,0.0,12346.535714285712
513,15,62642,Greenview,66198,54923,47356,32928,NY,0.0,9270.857142857141
514,681,66102,Kansas City,44204,30671,29382,19172,DE,0.0,11019.535714285712
515,357,64124,Kansas City,33411,21243,38251,18500,PA,0.0,1331.5714285714284
516,259,66617,Topeka,37278,30402,30490,12637,MD,0.0,17389.714285714283
517,621,63050,Hillsboro,75623,66119,43170,14944,NY,1.0,2940.607142857142
518,1220,98225,Bellingham,57585,42833,51188,22038,CA,23.0,2326.071428571428
519,187,60422,Flossmoor,151344,142242,68936,31313,CT,2.0,15096.499999999998
520,129,80919,Colorado Springs,123691,300000,55155,22646,IA,0.0,3659.464285714285
521,117,69001,Mc Cook,43838,38825,39220,26437,WV,1.0,1137.142857142857
522,87,75204,Dallas,110540,84399,80815,7017,MS,2.0,1534.8214285714284
523,313,78202,San Antonio,23651,23601,20704,7394,IN,3.0,6579.42857142857
524,522,60070,Prospect Heights,102807,300000,58748,26518,VT,0.0,4045.5714285714275
525,1248,61832,Danville,46943,34671,43426,26518,NY,0.0,24700.92857142857
526,9447,78362,Ingleside,87627,300000,67865,26329,IN,0.0,4511.142857142857
527,1087,85210,Mesa,32126,26913,23665,30068,IL,3.0,4093.964285714285
528,427,96797,Waipahu,86999,75917,50183,9405,CA,0.0,21613.03571428571
529,513,68022,Elkhorn,109120,99329,63931,28187,VA,0.0,2129.0357142857133
530,778,72118,North Little Rock,35859,23494,31930,10861,FL,0.0,5401.535714285714
531,99,99326,Connell,56676,48756,43462,22193,OR,0.0,22585.714285714283
532,30,72064,Hazen,57163,44761,42878,4324,FL,0.0,16127.714285714286
533,524,60430,Homewood,80326,77630,54241,18399,CT,0.0,10652.107142857141
534,219,80113,Englewood,46845,37318,44293,21704,IA,3.0,4633.964285714284
535,1,73842,Freedom,66745,64406,46888,15147,AL,0.0,3368.7142857142853
536,1183,90606,Whittier,73814,58849,55841,13352,OK,0.0,4496.678571428571
537,727,92054,Oceanside,61486,52672,51270,3377,TX,6.0,11043.249999999996
538,472,80013,Aurora,69642,300000,30435,28589,MI,0.0,3551.0357142857133
539,1112,99206,Spokane Valley,47241,36691,37439,14656,OR,9.0,18773.42857142857
540,18,68415,Odell,52956,42310,39913,31749,WV,0.0,-43.78571428571429
541,8,99371,Washtucna,52156,59151,41552,17394,OR,0.0,7351.785714285714
542,2018,95125,San Jose,103850,81036,85409,25703,AZ,2.0,18934.42857142857
543,8019,80701,Fort Morgan,53923,44997,37663,26496,IA,0.0,2607.7499999999995
544,0,95514,Blocksburg,24830,300000,14770,2463,NM,0.0,7235.964285714284
545,488,93702,Fresno,25363,24284,15385,14953,CO,2.0,8841.785714285712
546,338,78043,Laredo,35830,25793,30488,7723,IN,0.0,10909.249999999998
547,1896,90262,Lynwood,42656,41431,27962,23675,OK,0.0,279.1428571428571
548,777,90731,San Pedro,68164,55848,62112,1918,TX,6.0,16614.857142857138
549,235,98569,Ocean Shores,31071,300000,5954,16429,CA,0.0,4802.357142857142
550,1272,98499,Lakewood,36178,35379,25224,17748,CA,5.0,6338.035714285714
551,146,62684,Sherman,101116,92658,61808,9244,NY,0.0,12029.642857142857
552,64,62087,South Roxana,46316,40530,31656,21,NY,0.0,18601.464285714283
553,10,89010,Dyer,43486,39489,32027,5883,LA,0.0,609.7142857142857
554,1724,80525,Fort Collins,94740,300000,69923,15258,IA,12.0,3612.749999999999
555,727,73701,Enid,48178,35559,34339,13998,AL,2.0,1635.9642857142853
556,38559,94804,Richmond,60355,47201,42030,1138,AZ,5.0,19586.071428571428
557,107,74937,Heavener,51016,47674,37013,10938,MS,0.0,10151.749999999998
558,311,63090,Washington,56952,45989,49253,10764,NY,4.0,5907.8214285714275
559,0,81146,Mosca,46783,35802,36750,28454,WI,0.0,8109.071428571427
560,52,62912,Buncombe,59991,38004,61403,10315,NY,0.0,4959.928571428571
561,938,80026,Lafayette,57170,44890,42114,28037,MI,10.0,11881.03571428571
562,267,71245,Grambling,39374,31036,27926,17340,GA,0.0,7453.214285714284
563,32,63932,Broseley,42475,37984,31028,7020,PA,0.0,16552.714285714283
564,759,94117,San Francisco,127804,300000,78645,25155,ID,4.0,15833.035714285708
565,1243,60169,Hoffman Estates,61978,55827,46105,4160,CT,0.0,7192.642857142855
566,1171,77530,Channelview,50814,48721,28129,3551,OH,1.0,9672.892857142857
567,847,97321,Albany,47662,44469,29422,27342,CA,4.0,12311.821428571428
568,8,99137,Hunters,53288,45380,39092,825,OR,0.0,24448.892857142855
569,39,63351,Jonesburg,45018,300000,28175,3845,NY,0.0,3160.9642857142853
570,171,75563,Linden,44203,35124,37776,24172,KY,0.0,5811.0714285714275
571,23569,63366,O'fallon,86337,81594,51500,23974,NY,5.0,9760.357142857141
572,107,72006,Augusta,40892,33536,41202,10095,FL,0.0,6496.142857142855
573,448,72543,Heber Springs,41075,19272,43552,646,FL,0.0,12131.46428571428
574,21,84339,Wellsville,77285,300000,41271,7341,IL,0.0,6320.678571428571
575,155,67951,Hugoton,62759,64033,44828,28699,VA,0.0,4524.107142857142
576,123,62670,New Berlin,77859,61750,68927,9825,NY,0.0,12971.071428571426
577,762,72802,Russellville,43878,38414,34575,5542,FL,0.0,14587.607142857138
578,389,94541,Hayward,56184,43657,47321,25524,UT,4.0,20649.53571428571
579,1828,95835,Sacramento,62760,51270,38543,2252,NV,0.0,19959.071428571424
580,165,84648,Nephi,65442,58824,40672,1681,IL,0.0,15195.428571428569
581,47,62467,Teutopolis,58505,55864,40930,32143,NY,0.0,8381.321428571428
582,49,63867,Matthews,45309,40289,34473,22163,PA,0.0,6343.607142857141
583,7,75780,New Summerfield,62407,45345,53461,17405,KY,0.0,2352.107142857142
584,28964,60016,Des Plaines,77779,65670,55979,22830,VT,1.0,6389.321428571427
585,110,85009,Phoenix,68506,51503,56207,32523,IL,3.0,-1366.0714285714284
586,219,78226,San Antonio,24210,17314,20664,7670,IN,2.0,6294.535714285713
587,541,94110,San Francisco,60022,38568,58147,9904,ID,13.0,15214.642857142855
588,280,60642,Chicago,89382,74140,64361,589,NJ,1.0,19051.92857142857
589,1231,94561,Oakley,66734,52572,50623,3041,UT,0.0,24833.92857142857
590,155,98230,Blaine,62266,45430,48092,26959,CA,0.0,17825.53571428571
591,49900,77082,Houston,122506,115460,76065,22174,OH,0.0,11451.142857142853
592,978,91343,North Hills,97155,85144,54813,7716,TX,0.0,15542.714285714284
593,55,68715,Battle Creek,69911,64089,45583,30779,WV,0.0,97.17857142857136
594,188,78640,Niederwald,63442,64150,33417,27615,IN,0.0,8376.535714285712
595,49,61028,Elizabeth,55067,44622,49493,28784,NJ,1.0,1664.9999999999995
596,16,62295,Valmeyer,83353,72604,49985,20959,NY,0.0,30152.17857142856
597,928,98229,Bellingham,82398,75858,51702,12260,CA,0.0,13609.642857142853
598,91,76476,Tolar,71345,50539,65135,8695,OH,0.0,6596.392857142857
599,6,89822,Carlin,91806,300000,59766,17819,AR,0.0,6692.178571428571
600,41,93721,Fresno,31331,27171,20701,28849,CO,6.0,4529.642857142856
601,14,68627,Cedar Rapids,46989,41350,35396,13232,WV,0.0,1271.285714285714
602,127,76087,Brock,41218,300000,23789,31781,KY,1.0,510.3928571428572
603,1706,77396,Humble,26403,16245,18900,8309,OH,1.0,10285.821428571426
604,21,76631,Bynum,69260,53714,58734,26868,OH,0.0,2653.3571428571427
605,503,97222,Milwaukie,65072,56409,49552,379,CA,2.0,10432.535714285712
606,1410,90745,Carson,73556,57020,58825,7558,TX,0.0,7488.249999999998
607,51,97375,Scotts Mills,68490,64652,48889,7741,CA,0.0,15187.892857142855
608,235,83709,Boise,79652,71302,47731,3776,ND,1.0,2361.7142857142853
609,1205,78237,San Antonio,30033,22871,23868,16478,IN,0.0,13378.32142857143
610,235,76310,Wichita Falls,84224,74789,52542,23051,KY,0.0,4079.4642857142853
611,241,78602,Bastrop,56463,41917,50185,32178,IN,2.0,5940.714285714284
612,46,61014,Chadwick,53555,50854,34160,13960,NJ,0.0,7785.749999999998
613,26,64035,Hardin,59728,54415,37948,21335,PA,0.0,8351.60714285714
614,973,63701,Cape Girardeau,64641,52652,48168,18120,NY,3.0,2542.3214285714275
615,530,64064,Lee's Summit,116120,101484,70781,32728,PA,0.0,1148.535714285714
